"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AJ1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","IA1","KA1","MA1","MD1","MW1","REM","EQD"
"31285099999","2024-01-02T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0264,1","-0276,1","10181,1",,,,,,,,"02,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,10095,1","2,1,001,1,+999,9",,"SYN05431285 42999 82002 11264 21276 30095 40181 52001 82027=",
"31285099999","2024-01-02T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0267,1","-0279,1","10186,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,"02,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0271,1","99999,9,10100,1","2,1,005,1,+999,9",,"SYN07631285 12999 82001 11267 21279 30100 40186 52005 60002 82027 333 21271 47039=",
"31285099999","2024-01-03T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0275,1","-0287,1","10196,1",,,,,,"0,1,99,9","0,1,99,9","99,9,+03000,1,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,99,9,99,9,03000,1,99,9,99,9",,"120,N,-0281,1","99999,9,10108,1","2,1,008,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-03T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0230,1","-0249,1","10185,1",,,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10099,1","8,1,009,1,+999,9",,"SYN05431285 42999 52501 11230 21249 30099 40185 58009 80005=","Q01    003SCCGA1"
"31285099999","2024-01-03T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0224,1","-0242,1","10177,1",,,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10092,1","7,1,007,1,+999,9",,"SYN05431285 42999 62501 11224 21242 30092 40177 57007 80006=","Q01    003SCCGA1"
"31285099999","2024-01-03T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0240,1","-0252,1","10176,1","12,0000,9,1",,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","07,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,M,-0220,1","99999,9,10090,1","7,1,002,1,+999,9",,"SYN07031285 12999 72501 11240 21252 30090 40176 57002 60002 80007 333 11220=","Q01    003SCCGA1"
"31285099999","2024-01-03T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0249,1","-0262,1","10177,1",,,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","07,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10091,1","3,1,001,1,+999,9",,"SYN05431285 42999 72501 11249 21262 30091 40177 53001 80007=","Q01    003SCCGA1"
"31285099999","2024-01-03T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0252,1","-0264,1","10168,1",,,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","07,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10082,1","8,1,009,1,+999,9",,"SYN05431285 42999 72501 11252 21264 30082 40168 58009 80007=","Q01    003SCCGA1"
"31285099999","2024-01-03T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","020000,1,9,9","-0241,1","-0254,1","10177,1",,,,"7,1,02,1","2,1,02,1",,,"02,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,10091,1","3,1,009,1,+999,9","70,1","SYN06031285 41998 82501 11241 21254 30091 40177 53009 77072 82028=",
"31285099999","2024-01-03T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","-0241,1","-0259,1","10171,1","12,0003,3,1",,"0039,3,1,003900,9,9","7,1,02,1","2,1,02,1",,,"02,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0256,1","99999,9,10085,1","8,1,008,1,+999,9","71,1","SYN08231285 11998 60000 11241 21259 30085 40171 58008 69932 77172 82028 333 21256 47039=",
"31285099999","2024-01-04T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0281,1","-0292,1","10186,1",,,,"7,1,02,1","2,1,02,1",,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10098,1","3,1,013,1,+999,9","02,1","SYN06031285 41999 60000 11281 21292 30098 40186 53013 70272 80009=","Q01    003SCCGA1"
"31285099999","2024-01-04T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0211,1","-0230,1","10193,1",,,,,,,,,,,,,,,"99999,9,10108,1","2,1,010,1,+999,9",,"SYN04831285 42999 02002 11211 21230 30108 40193 52010=",
"31285099999","2024-01-04T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0200,1","-0226,1","10182,1",,,,,,,,,,,,,,,"99999,9,10097,1","8,1,011,1,+999,9",,"SYN04831285 42999 02002 11200 21226 30097 40182 58011=",
"31285099999","2024-01-04T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0277,1","-0289,1","10189,1","12,0000,2,1",,,,,,,,,,,,,"240,M,-0194,1","99999,9,10101,1","3,1,004,1,+999,9",,"SYN06431285 12999 00000 11277 21289 30101 40189 53004 69902 333 11194=",
"31285099999","2024-01-04T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0294,1","-0305,1","10195,1",,,,,,,,,,,,,,,"99999,9,10107,1","2,1,006,1,+999,9",,"SYN04831285 42999 00000 11294 21305 30107 40195 52006=",
"31285099999","2024-01-04T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0281,1","-0292,1","10197,1",,,,,,,,,,,,,,,"99999,9,10109,1","2,1,002,1,+999,9",,"SYN04831285 42999 02301 11281 21292 30109 40197 52002=",
"31285099999","2024-01-04T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0281,1","-0292,1","10199,1",,,,,,,,,,,,,,,"99999,9,10111,1","2,1,002,1,+999,9",,"SYN04831285 42999 02501 11281 21292 30111 40199 52002=",
"31285099999","2024-01-04T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0301,1","-0313,1","10195,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,,,,,,"23,9","240,N,-0306,1","99999,9,10107,1","8,1,004,1,+999,9",,"SYN07031285 12999 02301 11301 21313 30107 40195 58004 60002 333 21306 47039=",
"31285099999","2024-01-05T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0309,1","-0320,1","10220,1",,,,,,,,,,,,,,"120,N,-0313,1","99999,9,10132,1","3,1,025,1,+999,9",,"SYN05831285 42999 02301 11309 21320 30132 40220 53025 333 21313=",
"31285099999","2024-01-05T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0250,1","-0268,1","10217,1",,,,,,,,,,,,,,,"99999,9,10131,1","8,1,001,1,+999,9",,"SYN04831285 42999 02002 11250 21268 30131 40217 58001=",
"31285099999","2024-01-05T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0238,1","-0263,1","10213,1",,,,,,,,,,,,,,,"99999,9,10127,1","7,1,004,1,+999,9",,"SYN04831285 42999 02002 11238 21263 30127 40213 57004=",
"31285099999","2024-01-05T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0267,1","-0279,1","10222,1","12,0000,9,1",,,,,,,,,,,,,"240,M,-0235,1","99999,9,10136,1","3,1,009,1,+999,9",,"SYN06431285 12999 02002 11267 21279 30136 40222 53009 60002 333 11235=",
"31285099999","2024-01-05T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0306,1","-0318,1","10240,1",,,,,,,,,,,,,,,"99999,9,10151,1","2,1,015,1,+999,9",,"SYN04831285 42999 02001 11306 21318 30151 40240 52015=",
"31285099999","2024-01-05T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0294,1","-0305,1","10247,1",,,,,,,,,,,,,,,"99999,9,10158,1","2,1,007,1,+999,9",,"SYN04831285 42999 02001 11294 21305 30158 40247 52007=",
"31285099999","2024-01-05T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0307,1","-0318,1","10253,1",,,,,,,,,,,,,,,"99999,9,10164,1","2,1,006,1,+999,9",,"SYN04831285 42999 02001 11307 21318 30164 40253 52006=",
"31285099999","2024-01-05T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0313,1","-0324,1","10266,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,,,,,,"23,9","240,N,-0318,1","99999,9,10177,1","2,1,013,1,+999,9",,"SYN07031285 12999 02001 11313 21324 30177 40266 52013 60002 333 21318 47039=",
"31285099999","2024-01-06T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","050000,1,9,9","+9999,9","-0336,1","10271,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,N,-0329,1","99999,9,10180,1","2,1,003,1,+999,9",,"SYN05831285 42999 12001 21336 30180 40271 52003 80001 333 21329=","Q01    003SCCGA1"
"31285099999","2024-01-06T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0272,1","-0290,1","10259,1",,,,,,,,,,,,,,,"99999,9,10172,1","8,1,008,1,+999,9",,"SYN04831285 42999 02001 11272 21290 30172 40259 58008=",
"31285099999","2024-01-06T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0256,1","-0281,1","10250,1",,,,,,,,,,,,,,,"99999,9,10163,1","7,1,009,1,+999,9",,"SYN04831285 42999 02001 11256 21281 30163 40250 57009=",
"31285099999","2024-01-06T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0277,1","-0295,1","10250,1","12,0000,9,1",,,,,,,,,,,,,"240,M,-0252,1","99999,9,10161,1","7,1,002,1,+999,9",,"SYN06431285 12999 02001 11277 21295 30161 40250 57002 60002 333 11252=",
"31285099999","2024-01-06T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0294,1","-0305,1","10254,1",,,,,,,,,,,,,,,"99999,9,10166,5","3,1,004,1,+999,9",,"SYN04231285 42999 02001 11294 21305 40254 53004=",
"31285099999","2024-01-06T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0312,1","-0324,1","10249,1",,,,,,,,,,,,,,,"99999,9,10160,1","8,1,005,1,+999,9",,"SYN04831285 42999 02001 11312 21324 30160 40249 58005=",
"31285099999","2024-01-06T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0319,1","-0331,1","10233,1",,,,,,"0,1,99,9","0,1,99,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,10145,1","7,1,015,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-06T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0332,1","-0344,1","10224,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,,,,,,"23,9","240,N,-0337,1","99999,9,10134,1","7,1,011,1,+999,9",,"SYN07031285 12999 02301 11332 21344 30134 40224 57011 60002 333 21337 47039=",
"31285099999","2024-01-07T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0340,1","-0350,1","10204,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,N,-0345,1","99999,9,10114,1","7,1,020,1,+999,9",,"SYN06431285 42999 12301 11340 21350 30114 40204 57020 80009 333 21345=","Q01    003SCCGA1"
"31285099999","2024-01-07T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","22000,1,9,N","050000,1,9,9","-0278,1","-0297,1","10188,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10100,1","7,1,014,1,+999,9",,"SYN05431285 42999 22002 11278 21297 30100 40188 57014 80009=","Q01    003SCCGA1"
"31285099999","2024-01-07T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0261,1","-0286,1","10169,1",,,,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,01,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,99999,9,99,9,99,9",,,"99999,9,10083,1","7,1,017,1,+999,9",,"SYN05431285 42999 82302 11261 21286 30083 40169 57017 83039=",
"31285099999","2024-01-07T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","020000,1,9,9","-0268,1","-0281,1","10158,1","12,0000,2,1",,,"7,1,02,1","2,1,02,1",,,"06,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,99999,9,99,9,99,9",,"240,M,-0255,1","99999,9,10072,1","7,1,011,1,+999,9","71,1","SYN07631285 11998 82001 11268 21281 30072 40158 57011 69902 77172 86027 333 11255=",
"31285099999","2024-01-07T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0271,1","-0282,1","10153,1",,,,"7,1,02,1","2,1,02,1",,,"06,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,99999,9,99,9,99,9",,,"99999,9,10067,1","7,1,005,1,+999,9","70,1","SYN06031285 41999 82301 11271 21282 30067 40153 57005 77072 86027=",
"31285099999","2024-01-07T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0282,1","-0294,1","10149,1",,,,"7,1,02,1","2,1,02,1",,,"06,1,+99999,9,05,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,99999,9,99,9,99,9",,,"99999,9,10061,1","7,1,006,1,+999,9","02,1","SYN06031285 41999 82301 11282 21294 30061 40149 57006 70272 86027=",
"31285099999","2024-01-07T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0293,1","-0305,1","10152,1",,,,,,,,"02,1,+99999,9,05,1","99,9,+99999,9,01,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,10064,1","3,1,003,1,+999,9",,"SYN05431285 42999 62501 11293 21305 30064 40152 53003 82029=",
"31285099999","2024-01-07T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0309,1","+9999,9","10148,1","12,0002,3,1",,"0039,3,1,003900,9,9",,,,,"02,1,+99999,9,05,1","99,9,+99999,9,01,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0314,1","99999,9,10060,1","8,1,004,1,+999,9",,"SYN07631285 12999 62501 11309 22320 30060 40148 58004 69922 82029 333 21314 47039=","Q0132    2ATOD  "
"31285099999","2024-01-08T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0320,1","-0331,1","10170,1",,,,,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9",,"120,N,-0325,1","99999,9,10082,1","3,1,022,1,+999,9",,"SYN06431285 42999 12301 11320 21331 30082 40170 53022 81040 333 21325=",
"31285099999","2024-01-08T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0265,1","-0290,1","10163,1",,,,,,,,,,,,,,,"99999,9,10077,1","8,1,005,1,+999,9",,"SYN04831285 42999 02002 11265 21290 30077 40163 58005=",
"31285099999","2024-01-08T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0030,1","99999,9,9,N","050000,1,9,9","-0246,1","-0279,1","10152,1",,,,,,,,,,,,,,,"99999,9,10066,1","7,1,011,1,+999,9",,"SYN04831285 42999 02003 11246 21279 30066 40152 57011=",
